주소,충전소명,시설구분,기종,급속충전량,충전기타입,충전기ID
서울특별시 송파구 올림픽로 212,갤러리아팰리스 (서울에너지공사),아파트,완속,,AC완속,30
서울특별시 송파구 올림픽로 212,갤러리아팰리스 (서울에너지공사),아파트,완속,,AC완속,31
서울특별시 송파구 올림픽로 212,갤러리아팰리스 (서울에너지공사),아파트,완속,,AC완속,32
서울특별시 송파구 올림픽로 212,갤러리아팰리스 (완속충전기),아파트,완속,,AC완속,1
서울특별시 송파구 올림픽로 212,갤러리아팰리스 (완속충전기),아파트,완속,,AC완속,2
서울특별시 송파구 올림픽로 212,갤러리아팰리스 (완속충전기),아파트,완속,,AC완속,3
서울특별시 송파구 올림픽로 212,갤러리아팰리스 (완속충전기),아파트,완속,,AC완속,4
서울특별시 송파구 올림픽로 212,갤러리아팰리스 (완속충전기),아파트,완속,,AC완속,5
서울특별시 송파구 올림픽로 212,갤러리아팰리스 (완속충전기),아파트,완속,,AC완속,6
서울특별시 송파구 올림픽로 212,갤러리아팰리스 (완속충전기),아파트,완속,,AC완속,7
서울특별시 송파구 올림픽로 212,갤러리아팰리스 (완속충전기),아파트,완속,,AC완속,8
서울특별시 송파구 올림픽로 212,갤러리아팰리스 (완속충전기),아파트,완속,,AC완속,9
서울특별시 송파구 올림픽로 240,롯데마트 잠실점,마트(쇼핑몰),급속,,DC차데모+AC3상+DC콤보,1
서울특별시 송파구 올림픽로 240,롯데마트 잠실점,마트(쇼핑몰),완속,,AC완속,2
서울특별시 송파구 올림픽로 240,롯데백화점 잠실점,백화점,완속,,AC완속,1
서울특별시 송파구 올림픽로 240,롯데백화점 잠실점,백화점,완속,,AC완속,2
서울특별시 송파구 올림픽로 240,롯데백화점 잠실점,백화점,완속,,AC완속,3
서울특별시 송파구 올림픽로 240,롯데백화점 잠실점,백화점,완속,,AC완속,4
서울특별시 송파구 올림픽로 240,롯데백화점 잠실점,백화점,완속,,AC완속,5
서울특별시 송파구 올림픽로 25,서울시 잠실실내체육관,지자체시설,완속,,AC완속,1
서울특별시 송파구 올림픽로 269,롯데캐슬골드(롯데쇼핑),사업장(사옥),완속,,AC완속,1
서울특별시 송파구 올림픽로 269,롯데캐슬골드(롯데쇼핑),사업장(사옥),완속,,AC완속,2
서울특별시 송파구 올림픽로 269,롯데캐슬골드(롯데쇼핑),사업장(사옥),완속,,AC완속,3
서울특별시 송파구 올림픽로 269,롯데캐슬골드(롯데쇼핑),사업장(사옥),완속,,AC완속,4
서울특별시 송파구 올림픽로 269,롯데캐슬골드,아파트,완속,,AC완속,1
서울특별시 송파구 올림픽로 269,롯데캐슬골드,아파트,완속,,AC완속,2
서울특별시 송파구 올림픽로 269,롯데캐슬골드,아파트,완속,,AC완속,3
서울특별시 송파구 올림픽로 269,롯데캐슬골드,아파트,완속,,AC완속,4
서울특별시 송파구 올림픽로 269,롯데캐슬골드,아파트,완속,,AC완속,5
서울특별시 송파구 올림픽로 269,롯데캐슬골드,아파트,완속,,AC완속,6
서울특별시 송파구 올림픽로 269,롯데캐슬골드,아파트,완속,,AC완속,7
서울특별시 송파구 올림픽로 269,롯데캐슬골드,아파트,완속,,AC완속,8
서울특별시 송파구 올림픽로 269,롯데캐슬골드,아파트,완속,,AC완속,9
서울특별시 송파구 올림픽로 269,롯데캐슬골드,아파트,완속,,AC완속,10
서울특별시 송파구 올림픽로 269,롯데캐슬골드,아파트,완속,,AC완속,11
서울특별시 송파구 올림픽로 269,롯데캐슬골드,아파트,완속,,AC완속,12
서울특별시 송파구 올림픽로 269,롯데캐슬골드,아파트,완속,,AC완속,13
서울특별시 송파구 올림픽로 269,롯데캐슬골드,아파트,완속,,AC완속,14
서울특별시 송파구 올림픽로 269,롯데캐슬골드,아파트,완속,,AC완속,15
서울특별시 송파구 올림픽로 269,롯데캐슬골드,아파트,완속,,AC완속,16
서울특별시 송파구 올림픽로 269,롯데백화점 캐슬프라자,백화점,완속,,AC완속,1
서울특별시 송파구 올림픽로 269,롯데백화점 캐슬프라자,백화점,완속,,AC완속,2
서울특별시 송파구 올림픽로 269,롯데백화점 캐슬프라자,백화점,완속,,AC완속,3
서울특별시 송파구 올림픽로 269,롯데백화점 캐슬프라자,백화점,완속,,AC완속,4
서울특별시 송파구 올림픽로 269,롯데백화점 캐슬프라자,백화점,완속,,AC완속,5
서울특별시 송파구 올림픽로 293-19,현대타워빌딩,기타,완속,,AC완속,1
서울특별시 송파구 올림픽로 293-19,현대타워빌딩,기타,완속,,AC완속,2
서울특별시 송파구 올림픽로 293-19,현대타워빌딩,기타,완속,,AC완속,3
서울특별시 송파구 올림픽로 299,잠실역공영주차장,공영주차장,완속,,AC완속,1
서울특별시 송파구 올림픽로 299,잠실역공영주차장,공영주차장,완속,,AC완속,2
서울특별시 송파구 올림픽로 299,잠실역공영주차장,공영주차장,완속,,AC완속,3
서울특별시 송파구 올림픽로 299,잠실역공영주차장,공영주차장,완속,,AC완속,4
서울특별시 송파구 올림픽로 299,잠실역공영주차장,공영주차장,완속,,AC완속,5
서울특별시 송파구 올림픽로 299,잠실역공영주차장,공영주차장,완속,,AC완속,6
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,1
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,2
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,3
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,4
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,5
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,6
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,7
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,8
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,9
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,10
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,11
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,12
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,13
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,14
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,15
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,16
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,17
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,18
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,19
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,20
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,21
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,22
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,23
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,24
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,25
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,26
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,27
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,28
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,29
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,30
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,31
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,32
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,33
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,34
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,35
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,36
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,37
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,38
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,39
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,40
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,41
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,42
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,43
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,44
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,45
서울특별시 송파구 올림픽로 300,서울시 송파구 롯데타워지하4층,백화점,완속,,AC완속,46
서울특별시 송파구 올림픽로 300,잠실공영주차장,공영주차장,완속,,AC완속,1
서울특별시 송파구 올림픽로 300,잠실공영주차장,공영주차장,완속,,AC완속,2
서울특별시 송파구 올림픽로 300,잠실공영주차장,공영주차장,완속,,AC완속,3
서울특별시 송파구 올림픽로 300,잠실공영주차장,공영주차장,완속,,AC완속,4
서울특별시 송파구 올림픽로 300,잠실공영주차장,공영주차장,완속,,AC완속,5
서울특별시 송파구 올림픽로 300,잠실공영주차장,공영주차장,완속,,AC완속,6
서울특별시 송파구 올림픽로 300,잠실공영주차장,공영주차장,완속,,AC완속,7
서울특별시 송파구 올림픽로 300,잠실공영주차장,공영주차장,완속,,AC완속,8
서울특별시 송파구 올림픽로 300,잠실공영주차장,공영주차장,완속,,AC완속,9
서울특별시 송파구 올림픽로 300,잠실공영주차장,공영주차장,완속,,AC완속,10
서울특별시 송파구 올림픽로 300,잠실공영주차장,공영주차장,완속,,AC완속,11
서울특별시 송파구 올림픽로 300,잠실공영주차장,공영주차장,완속,,AC완속,12
서울특별시 송파구 올림픽로 300,롯데월드타워 지하 2층,마트(쇼핑몰),급속,,DC콤보,1
서울특별시 송파구 올림픽로 300,롯데월드타워 지하 2층,마트(쇼핑몰),급속,,DC콤보,2
서울특별시 송파구 올림픽로 300,롯데월드타워 지하 2층,마트(쇼핑몰),급속,,DC콤보,3
서울특별시 송파구 올림픽로 300,롯데월드타워 지하 2층,마트(쇼핑몰),급속,,DC콤보,4
서울특별시 송파구 올림픽로 305,서울시설공단_잠실역,기타,완속,,AC완속,2
서울특별시 송파구 올림픽로 326,송파구청 지하주차장 (서울에너지공사),관공서,완속,,AC완속,1
서울특별시 송파구 올림픽로 326,송파구청 지하주차장 (서울에너지공사),관공서,완속,,AC완속,2
서울특별시 송파구 올림픽로 326,송파구청 지하주차장 (서울에너지공사),관공서,완속,,AC완속,3
서울특별시 송파구 올림픽로 424 ,올림픽공원,공원,급속,급속(100kW단독),DC콤보,1
서울특별시 송파구 올림픽로 435,파크리오아파트2단지,아파트,완속,,AC완속,1
서울특별시 송파구 올림픽로 435,파크리오아파트2단지,아파트,완속,,AC완속,2
서울특별시 송파구 올림픽로 435,파크리오아파트2단지,아파트,완속,,AC완속,3
서울특별시 송파구 올림픽로 435,파크리오아파트2단지,아파트,완속,,AC완속,4
서울특별시 송파구 올림픽로 435,파크리오아파트2단지,아파트,완속,,AC완속,5
서울특별시 송파구 올림픽로 435,파크리오아파트2단지,아파트,완속,,AC완속,6
서울특별시 송파구 올림픽로 435,파크리오아파트2단지,아파트,완속,,AC완속,7
서울특별시 송파구 올림픽로 435,파크리오아파트2단지,아파트,완속,,AC완속,8
서울특별시 송파구 올림픽로 435,파크리오아파트2단지,아파트,완속,,AC완속,9
서울특별시 송파구 올림픽로 435,파크리오아파트2단지,아파트,완속,,AC완속,10
서울특별시 송파구 올림픽로 435,파크리오아파트1단지,아파트,완속,,AC완속,1
서울특별시 송파구 올림픽로 435,파크리오아파트1단지,아파트,완속,,AC완속,2
서울특별시 송파구 올림픽로 435,파크리오아파트1단지,아파트,완속,,AC완속,3
서울특별시 송파구 올림픽로 435,파크리오아파트1단지,아파트,완속,,AC완속,4
서울특별시 송파구 올림픽로 435,파크리오아파트1단지,아파트,완속,,AC완속,5
서울특별시 송파구 올림픽로 435,파크리오아파트1단지,아파트,완속,,AC완속,6
서울특별시 송파구 올림픽로 435,파크리오아파트1단지,아파트,완속,,AC완속,7
서울특별시 송파구 올림픽로 435,파크리오아파트1단지,아파트,완속,,AC완속,8
서울특별시 송파구 올림픽로 435,파크리오아파트1단지,아파트,완속,,AC완속,9
서울특별시 송파구 올림픽로 435,파크리오아파트1단지,아파트,완속,,AC완속,10
서울특별시 송파구 올림픽로 435,파크리오아파트3단지,아파트,완속,,AC완속,1
서울특별시 송파구 올림픽로 435,파크리오아파트3단지,아파트,완속,,AC완속,2
서울특별시 송파구 올림픽로 435,파크리오아파트3단지,아파트,완속,,AC완속,3
서울특별시 송파구 올림픽로 435,파크리오아파트3단지,아파트,완속,,AC완속,4
서울특별시 송파구 올림픽로 435,파크리오아파트3단지,아파트,완속,,AC완속,5
서울특별시 송파구 올림픽로 435,파크리오아파트3단지,아파트,완속,,AC완속,6
서울특별시 송파구 올림픽로 435,파크리오아파트3단지,아파트,완속,,AC완속,7
서울특별시 송파구 올림픽로 435,파크리오아파트3단지,아파트,완속,,AC완속,8
서울특별시 송파구 올림픽로 435,파크리오아파트3단지,아파트,완속,,AC완속,9
서울특별시 송파구 올림픽로 435,파크리오아파트3단지,아파트,완속,,AC완속,10
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,1
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,2
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,3
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,4
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,5
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,6
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,7
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,8
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,9
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,12
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,13
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,14
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,15
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,16
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,17
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,18
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,19
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,20
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,21
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,22
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,23
서울특별시 송파구 올림픽로 99,잠실엘스아파트,아파트,완속,,AC완속,24
서울특별시 송파구 올림픽로 지하 265,서울시 잠실역공영주차장(급속),공영주차장,급속,,DC콤보,1
서울특별시 송파구 올림픽로 지하 265,서울시 잠실역공영주차장(급속),공영주차장,급속,,DC콤보,2
서울특별시 송파구 올림픽로34길 5-13,서울시 송파구 잠실벨솔레오피스텔,숙박시설,완속,,AC완속,1
서울특별시 송파구 올림픽로34길 5-13,서울시 송파구 잠실벨솔레오피스텔,숙박시설,완속,,AC완속,2
서울특별시 송파구 올림픽로35가길 11,한신코아 (서울에너지공사),아파트,완속,,AC완속,1
서울특별시 송파구 올림픽로35가길 11,한신코아 (서울에너지공사),아파트,완속,,AC완속,2
서울특별시 송파구 올림픽로35가길 9,잠실푸르지오월드마크아파트,아파트,완속,,AC완속,1
서울특별시 송파구 올림픽로35가길 9,잠실푸르지오월드마크아파트,아파트,완속,,AC완속,2
서울특별시 송파구 올림픽로35가길 9,잠실푸르지오월드마크아파트,아파트,완속,,AC완속,3
서울특별시 송파구 올림픽로35가길 9,잠실푸르지오월드마크아파트,아파트,완속,,AC완속,4
서울특별시 송파구 올림픽로35가길 9,잠실푸르지오월드마크아파트,아파트,완속,,AC완속,5
"서울특별시 송파구 올림픽로35가길 9 (신천동, 잠실푸르지오월드마크)",잠실푸르지오월드마크상가오피스텔,아파트,완속,,AC완속,1
"서울특별시 송파구 올림픽로35가길 9 (신천동, 잠실푸르지오월드마크)",잠실푸르지오월드마크상가오피스텔,아파트,완속,,AC완속,2
"서울특별시 송파구 올림픽로35가길 9 (신천동, 잠실푸르지오월드마크)",잠실푸르지오월드마크상가오피스텔,아파트,완속,,AC완속,3
"서울특별시 송파구 올림픽로35가길 9 (신천동, 잠실푸르지오월드마크)",잠실푸르지오월드마크상가오피스텔,아파트,완속,,AC완속,4
서울특별시 송파구 올림픽로35길 137(신천동),한국광고문화회관,복지관,급속,,DC차데모+AC3상+DC콤보,1
서울특별시 송파구 올림픽로35길 16,잠실4동 주민센터 (서울에너지공사),주민센터,완속,,AC완속,1
서울특별시 송파구 올림픽로35길 93,더샵스타리버 아파트,아파트,급속,,DC차데모+AC3상+DC콤보,1
서울특별시 송파구 올림픽로35길 93,더샵스타리버 (서울에너지공사),아파트,완속,,AC완속,1
서울특별시 송파구 올림픽로35길 93,더샵스타리버 (서울에너지공사),아파트,완속,,AC완속,2
서울특별시 송파구 올림픽로35길 93,더샵스타리버 (서울에너지공사),아파트,완속,,AC완속,3
서울특별시 송파구 올림픽로35길 93,더샵스타리버,아파트,완속,,AC완속,1
서울특별시 송파구 올림픽로35길 93,더샵스타리버,아파트,완속,,AC완속,2
서울특별시 송파구 올림픽로35길 93,더샵스타리버,아파트,완속,,AC완속,3
서울특별시 송파구 올림픽로35길 93,더샵스타리버,아파트,완속,,AC완속,4
서울특별시 송파구 올림픽로35길 93,더샵스타리버,아파트,완속,,AC완속,5
서울특별시 송파구 올림픽로35길 93,더샵스타리버,아파트,완속,,AC완속,6
서울특별시 송파구 올림픽로35다길 13,국민연금공단,관공서,완속,,AC완속,1
서울특별시 송파구 올림픽로43길 34,잠실올림픽공원아이파크 충전소,아파트,완속,,AC완속,1
서울특별시 송파구 올림픽로43길 34,잠실올림픽공원아이파크 충전소,아파트,완속,,AC완속,2
서울특별시 송파구 올림픽로43길 34,잠실올림픽공원아이파크 충전소,아파트,완속,,AC완속,3
서울특별시 송파구 올림픽로43길 34,잠실올림픽공원아이파크 충전소,아파트,완속,,AC완속,4
서울특별시 송파구 올림픽로43길 34,잠실올림픽공원아이파크 충전소,아파트,완속,,AC완속,11
서울특별시 송파구 올림픽로43길 34,잠실올림픽공원아이파크 충전소,아파트,완속,,AC완속,12
서울특별시 송파구 올림픽로43길 34,잠실올림픽공원아이파크 충전소,아파트,완속,,AC완속,13
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,1
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,2
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,3
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,4
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,5
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,6
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,7
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,8
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,9
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,10
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,11
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,12
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,13
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,14
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,15
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,16
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,17
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,18
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,19
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,20
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,21
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,22
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,23
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,24
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,25
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,26
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,27
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,28
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,29
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,30
서울특별시 송파구 올림픽로43길 34,잠실 올림픽공원 아이파크,아파트,완속,,AC완속,31
서울특별시 송파구 올림픽로43길 34,잠실올림픽공원 아이파크,아파트,완속,,AC완속,1
서울특별시 송파구 올림픽로43길 34,잠실올림픽공원 아이파크,아파트,완속,,AC완속,2
서울특별시 송파구 올림픽로43길 34,잠실올림픽공원 아이파크,아파트,완속,,AC완속,3
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,급속,,DC콤보,1
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,급속,,DC콤보,2
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,급속,,DC콤보,3
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,급속,,DC콤보,4
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,5
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,6
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,7
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,급속,,DC콤보,8
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,급속,,DC콤보,9
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,급속,,DC차데모+AC3상+DC콤보,10
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,11
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,12
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,13
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,급속,,DC차데모+AC3상+DC콤보,14
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,15
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,16
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,17
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,18
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,19
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,20
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,21
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,22
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,23
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,24
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,25
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,26
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,27
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,28
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,29
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,30
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,31
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,32
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,33
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,34
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,35
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,36
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,37
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,38
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,39
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,40
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,41
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,42
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,43
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,44
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,45
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,46
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,47
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,48
서울특별시 송파구 올림픽로43길 88,서울아산병원,공공기관,완속,,AC완속,49
